docid	author	authordate	title	latestcomp	hathidate	imprint	gutenstring	enumcron	gbindex	nonficprob	juvenileprob	LOCgenres	LOCsubjects	contents	instances	genre	audience	authgender	multiplehtids	comments	coder
nyp.33433082531728	"Douglas, Alan"		Camp fires of the Wolf Patrol	1913	1913	New York;New York Book Co.;c	"Douglas, Alan | Camp Fires of the Wolf Patrol"		36838	0.194118576	0.914117335	Juvenile audience			1	fic | short	juv	m			morgan
nyp.33433074947197	"Coke, Desmond"	1879-1931.	Helena Brett's career	1913	1913	New York;E.P. Dutton & Co.;1	"Coke, Desmond | Helena Brett's Career"		33103	0.058500354	0.008185092				1	fic		m			ted
uc2.ark=+13960+t4jm25j8x	"Marshall, Archibald"	1866-1934.	The honour of the Clintons	1913	1913	"New York;Dodd, Mead;1913."	"Marshall, Archibald | The Honour of the Clintons"		38647	0.145683157	0.007332446				2	fic | historical		m			peizhen
uc2.ark=+13960+t3zs2n13r	"Nicholson, Meredith"	1866-1947.	Otherwise Phyllis	1913	1913	Boston;New York;Houghton Mif	"Nicholson, Meredith | Otherwise Phyllis"		28017	0.032758911	0.127105418				2	fic		m			wenyi
inu.32000002425082	"Bowen, Marjorie"	1888-1952.	The governor of England	1913	1913	London;Methuen;1913.	"Bowen, Marjorie | The Governor of England"		52235	0.06614812	0.356123119		"History|Stuarts, 1603-1714|History"		1	fic | historical		f			ted
mdp.39015018638257	"Biggers, Earl Derr"	1884-1933.	Seven keys to Baldpate	1913	1913	New York;Grosset & Dunlap;c1	"Biggers, Earl Derr | Seven Keys to Baldpate"		30836	0.09434378	0.005446263		American literature|American fiction		1	fic		m			ted
uc1.b3325704	"Rhoades, Nina"	1863-1940.	The girl from Arizona	1913	1913	"Boston;Lothrop, Lee & Shepar"	"Rhoades, Nina | The Girl from Arizona"		32417	0.170233911	0.984803171				2	fic	juv	f			wenyi
uc2.ark=+13960+t4fn11421	"Gallizier, Nathan"	1866-1927.	The hill of Venus	1913	1913	Boston;L. C. Page;1913.	"Gallizier, Nathan | The Hill of Venus"		39970	0.016443076	0.085766983				3	fic | historical | romance		m			peizhen
uc2.ark=+13960+t9p26xq9c	"Metelerkamp, Sanni"		Outa Karel's stories	1914	1914	London;Macmillan;1914.	"Metelerkamp, Sanni | Outa Karel's Stories"		35557	0	0		"Folklore, African|Tales, African|South Africa"		1	fic | folklore | short		f			wenyi
wu.89006925291	"Meade, L. T"	1854-1914.	The girls of St. Wode's	1914		Chicago|M. A. Donohue|n.d.	"Meade, L. T. | The Girls of St. Wode's"		41326	0.067603898	0.462299694				1	fic		f			wenyi
uc2.ark=+13960+t7xk86q0w	"Onions, Oliver"	1873-1961.	The story of Louie	1914	1914	New York;G. H. Doran co.;191	"Onions, Oliver | The Story of Louie"		37838	0.140731504	0.033556149				2	fic | mystery		m			wenyi
uc2.ark=+13960+t9w08zp1d	"Grace, Alfred A"		The tale of Timber Town	1914	1914	Melbourne;Gordon & Gotch;191	"Grace, Alfred | The Tale of Timber Town"		28906	0.080805461	0.125245871				1	fic		m			peizhen
uc2.ark=+13960+t19k46t0g	"Coolidge, Dane"	1873-1940.	Bat Wing Bowles	1914	1914	New York;Frederick A. Stokes	"Coolidge, Dane | Bat Wing Bowles"		36134	0.019610948	0.043474737				1	fic		m			ted
nyp.33433076076219	"Long, Helen Beecher"		Janice Day	1914	1914	New York;Sully and Kleinteic	"Long, Helen Beecher | Janice Day"		32312	0.191016988	0.362350091				1	fic		f			peizhen
mdp.39015086871160	"Morrison, Gertrude W"		"The girls of Central High on Lake Luna, or, The crew that won"	1914	1914	New York;Grosset & Dunlap;c1	"Morrison, Gertrude W. | The Girls of Central High on Lake Luna"		30840	0.138024451	0.931048066	Juvenile audience	Track and field for women	"Telling of water sports and fun galore, and of fine times in camp."	1	fic	juv	f			wenyi
uc2.ark=+13960+t0zp3xh69	"Morrison, Gertrude W"		The girls of Central High on the stage	1914	1914	New York;Grosset & Dunlap;19	"Morrison, Gertrude W. | The Girls of Central High on the Stage"		37303	0.238047673	0.957079449				1	fic	juv	f			wenyi
uc2.ark=+13960+fk0vq2s68k	"Gale, Zona"	1874-1938.	Neighborhood stories	1914	1914	New York;The Macmillan compa	"Gale, Zona | Neighborhood Stories"		52089	0.057067492	0.002266684				3	fic | short		f			peizhen
uc1.31158003335048	"Blackwood, Algernon"	1869-1951.	Incredible adventures	1914	1914	"London;Macmillan and Co., Li"	"Blackwood, Algernon | Incredible Adventures"		43816	0.07460169	0.001186834				1	fic | short		m			ted
uc2.ark=+13960+t4fn12w29	"Cannan, Gilbert"	1884-1955.	Old Mole	1914	1914	London;M. Secker;1914.	"Cannan, Gilbert | Old Mole"		43423	0.408970796	0.017635807				1	fic		m			ted
uva.x030826046	"Shaler, Robert"		The Boy Scouts in the saddle	1914	1914	New York;Hurst & Co.;1914	"Shaler, Robert | The Boy Scouts in the Saddle"		49269	0.151681977	0.007262807	Juvenile audience			1	fic	juv	m			wenyi
mdp.39015000613680	"Bramah, Ernest"	1869?-1942.	Max Carrados	1914	1914	"London;Methuen & co., ltd.;1"	"Bramah, Ernest | Max Carrados"		34732	0.141772411	0.787318406				1	fic | mystery | short		m			ted
mdp.39015063919057	"Hanshew, Thomas W"	1857-1914.	Cleek of Scotland Yard	1914	1922	"Garden City, New York;Double"	"Hanshew, Thomas W. | Cleek of Scotland Yard"		32198	0.07665995	0.00908129				1	fic | mystery		m			peizhen
mdp.49015002005933	"Galsworthy, John"	1867-1933.	The Freelands	1914	1922	New York|Charles Scribner's	"Galsworthy, John | The Freelands"	v.1	2309	0.086365248	0.04482579			Manaton ed.	1	fic		m	y		peizhen
nyp.33433081592846	"Hanshew, Thomas W"	1857-1914.	The Riddle of the night	1914	1915	New York;W. R. Caldwell;1915	"Hanshew, Thomas W. | The Riddle of the Night"		33271	0.088995342	0.003163894			Three owls ed.	1	fic | mystery		m			peizhen
uc1.b3325487	"McCarter, Margaret Hill"	1860-1938.	Winning the wilderness	1914	1914	Chicago;A. C. McClurg;1914.	"McCarter, Margaret Hill | Winning the Wilderness"		27505	0.182522379	0.003878425				2	fic		f			peizhen
mdp.39015063919321	"Harris, Credo Fitch"	1874-1956.	Sunlight Patch	1915	1915	"Boston;Small, Maynard & comp"	"Harris, Credo Fitch | Sunlight Patch"		28987	0	0				2	fic		m			peizhen
njp.32101066121292	"Campbell, R. W"		Private Spud Tamson	1915	1915	Edinburgh;W. Blackwood;1915.	"Campbell, R. W. | Private Spud Tamson"		47315	0.45445262	0.00275851		"World War, 1914-1918"		1	fic		m			ted
uc2.ark=+13960+t5p845w7r	"Bailey, Roy Rutherford"		Sure Pop and the Safety Scouts	1915	1915	"Yonkers-on-Hudson, N.Y.;Worl"	"Bailey, Roy Rutherford | Sure Pop and the Safety Scouts"		29260	0.151369596	0.962410847		Safety education|Accidents|Prevention		1	fic	juv	m			ted
uc2.ark=+13960+t3gx46n6p	"Morris, Gouverneur"	1876-1953.	The seven Darlings	1915	1915	New York;Scribner's;1919 [c1	"Morris, Gouverneur | The Seven Darlings"		43977	0.251236881	0.198412834				1	fic		m			wenyi
uc2.ark=+13960+t0sq8rt21	"Bindloss, Harold"	1866-1945.	Harding of Allenwood	1915	1915	New York;Frederick A. Stokes	"Bindloss, Harold | Harding of Allenwood"		38343	0.043841543	0.005366114				1	fic		m			ted
uc2.ark=+13960+t2v40mk8d	"Palmer, John"	1885-1944.	Peter Paragon	1915	1915	"New York;Dodd, Mead;1915."	"Palmer, John | Peter Paragon"		56932	0.081779743	0.052583424				1	fic		m			wenyi
mdp.39015048903515	"Marshall, Archibald"	1866-1934.	Upsidonia	1915	1915	London;S. Paul & co.;1915	"Marshall, Archibald | Upsidonia"		39905	0.24943465	0.09827573		Utopias|English fiction		1	fic | historical		m			peizhen
nyp.33433076072002	"Johnston, Mary"	1870-1936.	The fortunes of Garin	1915	1915	Boston;New York;Houghton Mif	"Johnston, Mary | The Fortunes of Garin"		53394	0.053141732	0.072274136				3	fic | historical		f			peizhen
uc2.ark=+13960+t5r786v80	"Glaspell, Susan"	1876-1948.	Fidelity	1915	1915	"Boston;Small, Maynard;1915"	"Glaspell, Susan | Fidelity"		32432	0.022413467	0.001542361				1	fic		f			peizhen
uva.x004034087	"Perkins, Lucy Fitch"	1865-1937.	The Mexican twins	1915	1915	Boston;New York;Houghton Mif	"Perkins, Lucy Fitch | The Mexican Twins"		28889	0.609468264	0.998503209	Juvenile audience			2	fic	juv	f			wenyi
nyp.33433074817440	"Cooper, Elizabeth"	1877-1945.	Living up to Billy	1915	1915	New York;Frederick A. Stokes	"Cooper, Elizabeth | Living Up to Billy"		33264	0.346602236	0.02030139				1	fic		f			ted
uc2.ark=+13960+t1rf5kw7b	"Carter, Herbert"		The Boy Scouts along the Susquehanna	1915	1915	New York;A.L. Burt Co.;c1915	"Carter, Herbert | The Boy Scouts Along the Susquehanna"		45667	0.221256444	0.008870227				1	fic	juv	m			ted
nyp.33433074813571	"Butler, Ellis Parker"	1869-1937.	Red Head and Whistle Breeches	1915	1915	New York;Bancroft Company;c1	"Butler, Ellis Parker | Red Head and Whistle Breeches"		44152	0.2557074	0.235412556				1	fic		m			ted
mdp.39015063550175	"Harrison, Henry Sydnor"	1880-1930.	Angela's business	1915	1915	"Boston;New York, Houghton Mi"	"Harrison, Henry Sydnor | Angela's Business"		34297	0.159000906	0.00553427				3	fic		m			peizhen
nc01.ark=+13960+t52f7r51r	"Baily, Waldron"	1871-1953.	Heart of the Blue Ridge	1915	1915	New York;W.J. Watt & Co.;c19	"Baily, Waldron | Heart of the Blue Ridge"		28454	0.019994119	0.014133644		North Carolina|Mountaineers		1	fic		u			ted
uc2.ark=+13960+t6b27vv1x	"Glyn, Elinor"	1864-1943.	The career of Katherine Bush	1916	1916	New York;Grosset & Dunlap;c1	"Glyn, Elinor | The Career of Katherine Bush"		40893	0.072838538	0.027761014				1	fic | romance		f			peizhen
nyp.33433076066491	"Bonner, Geraldine"	1870-1930.	The Black Eagle mystery	1916	1916	New York;Macaulay;c1916.	"Bonner, Geraldine | The Black Eagle Mystery"		35484	0.160054926	0.013299735		American fiction		1	fic | mystery		f			ted
uva.x030748977	"Barr, Amelia Edith Huddleston"	1831-1919.	Jan Vedder's wife	1916	1916	New York;Christian Herald;19	"Barr, Amelia Edith Huddleston | Jan Vedder's Wife"		32144	0.064364073	0.029392181				1	fic | historical		f			ted
uc2.ark=+13960+fk3222rc5s	"Atherton, Gertrude Franklin Horn"	1857-1948.	Mrs. Balfame;	1916	1916	New York;Frederick A. Stokes	"Atherton, Gertrude Franklin Horn | Mrs. Balfame"		39443	0.024007302	0.006849591				4	fic		m			ted
mdp.39076002619471	"Grover, Eulalie Osgood"	1873-1958.	The Overall Boys in Switzerland	1916	1916	"Chicago;Rand, McNally & Co.;"	"Grover, Eulalie Osgood | The Overall Boys in Switzerland"		45155	0.841349145	0.999998777	Juvenile audience	Description and travel|Travel|Boys|Switzerland|Juvenile fiction|Brothers		1	fic	juv	m			peizhen
wu.89099779860	"Davis, William Stearns,"		A victor of Salamis	1916		New York;The Macmillan Compa	"Davis, William Stearns | A Victor of Salamis"	<blank>	27587							fic | historical		m			morgan
uc2.ark=+13960+t01z46p6m	"Sudermann, Hermann"	1857-1928.	The Song of songs	1916	1916	New York;B.W. Huebsch;1916.	"Sudermann, Hermann | The Song of Songs"		34791	0.06135509	0.008000588				1	fic		m			wenyi
nyp.33433074863105	"Hewlett, Maurice Henry"	1861-1923.	Love and Lucy	1916	1916	"New York;Dodd, Mead and comp"	"Hewlett, Maurice Henry | Love and Lucy"		29868	0.033187535	0.015930194				3	fic | romance		m			peizhen
nyp.33433076044043	"Sawyer, Ruth"	1880-1970.	Seven miles to Arden	1916	1916	New York;London;Harper & Bro	"Sawyer, Ruth | Seven Miles to Arden"		28271	0.024475751	0.005383185				1	fic | romance		f			wenyi
nyp.33433076025018	"Maher, Richard Aumerle"	1880-1959.	The shepherd of the North	1916	1916	New York;The Macmillan Compa	"Maher, Richard Aumerle | The Shepherd of the North"		30093	0.056630559	0.004295958		American fiction		1	fic		m			peizhen
uc2.ark=+13960+t5r789240	"Dorling, H. Taprell"		"Pincher Martin, O. D"	1916	1916	London;W. & R. Chambers;pref	"Dorling, H. Taprell | Pincher Martin, O.D."		41774	0.550042099	0.051495227				1	fic		m			morgan
nyp.33433082524566	"Bailey, Arthur Scott"	1877-1949.	The tale of Jolly Robin	1917	1917	"New York, N.Y.;Grosset & Dun"	"Bailey, Arthur Scott | The Tale of Jolly Robin"		28293	0.130571426	0.276329055		Robins		1	fic	juv	m			ted
nyp.33433074810569	"Chase, Mary Ellen"	1887-1973.	Virginia of Elk Creek Valley	1917	1917	New York;Grosset & Dunlap;19	"Chase, Mary Ellen | Virginia of Elk Creek Valley"		27522	0.272320967	0.61284229				1	fic		f			ted
uc2.ark=+13960+t12n5240r	"Bercovici, Konrad"	1882-1961.	Crimes of charity	1917	1917	New York;A. A. Knopf;1917.	"Bercovici, Konrad | Crimes of Charity"		42363	0.983148258	0.061512159		Charities|New York|New York (State)|Charity organization		2	fic | short		m			ted
uc2.ark=+13960+fk17m04204	"Seton, Ernest Thompson"	1860-1946.	The preacher of Cedar Mountain	1917	1917	"Garden City, N.Y.;Doubleday,"	"Seton, Ernest Thompson | The Preacher of Cedar Mountain"		30313	0.038731536	0.047489876				2	fic | historical		m			wenyi
nyp.33433081785291	"Harvey, Alexander Miller"	-1867	Tales and trails of Wakarusa	1917	1917	Topeka;Crane;1917.	"Harvey, Alexander Miller | Tales and Trails of Wakarusa"		35507	0.917260555	0.472849689				2	fic | folklore | short		m			peizhen
nyp.33433076039597	"Skinner, Constance Lindsay"	1882-1939.	"Good-morning, Rosamond!"	1917	1917	"Garden City, New York;Double"	"Skinner, Constance Lindsay | Good-Morning, Rosamond!"		57254	0.078118078	0.142363569				2	fic | romance		f			wenyi
uc2.ark=+13960+t0qr4ns31	"Hutchings, Emily Grant"		Jap Herron;	1917	1917	New York;M. Kennerley;1917.	"Hutchings, Emily Grant | Jap Herron"		33048	0.055727665	0.022648883		"Hays, Lola V|Mrs"		2	fic		f			peizhen
nyp.33433074879184	"Lynde, Francis"	1856-1930.	Stranded in Arcady	1917	1917	New York;C. Scribner's sons;	"Lynde, Francis | Stranded in Arcady"		34009	0.570726456	0.462765329				2	fic		m			peizhen
uc2.ark=+13960+t7zk56x55	"Allen, James Lane"	1849-1925.	The Kentucky warbler	1918	1918	"Garden City, New York;Double"	"Allen, James Lane | The Kentucky Warbler"		46905	0.380631461	0.174747299				3	fic		m			ted
uc2.ark=+13960+t2w37nc59	"Titus, Harold"	1888-1967.	Bruce of the Circle A	1918	1918	New York;A.L. Burt;c1918.	"Titus, Harold | Bruce of the Circle A"		39056	0.083455293	0.006421662				1	fic		m			wenyi
uc2.ark=+13960+t1hh6f594	"Smith, Harry James"	1880-1918.	Cape Breton tales	1918	1920	Boston;The Atlantic Monthly	"Smith, Harry James | Cape Breton Tales"		44257	0.195122372	0.092430044				1	fic | short		m			wenyi
uc2.ark=+13960+t5w66bg2z	"Hergesheimer, Joseph"	1880-1954.	Tubal Cain	1918	1918	New York;Alfred A. Knopf;192	"Hergesheimer, Joseph | Tubal Cain"		52558	0.044523334	0.00407301				2	fic		m			peizhen
uc2.ark=+13960+t29884519	"Marshall, Archibald"	1866-1934.	The Graftons	1918	1918	"New York;Dodd, Mead;1918."	"Marshall, Archibald | The Graftons"		39587	0.07145462	0.072465917				1	fic | historical		m			peizhen
mdp.39076002631260	"Sanderson, Margaret Love"		The Camp Fire girls at Driftwood Heights	1918	1918	Chicago;Reilly & Lee;c1918.	"Sanderson, Margaret Love | The Camp Fire Girls at Driftwood Heights"		57149	0.094040557	0.676564585		Societies and clubs|Girls|Juvenile fiction|Camp Fire Girls		1	fic	juv	f			wenyi
nyp.33433082361878	"Kelland, Clarence Budington"	1881-1964.	"Mark Tidd, manufacturer"	1918	1918	New York;Grosset & Dunlap;19	"Kelland, Clarence Budington | Mark Tidd, Manufacturer"		57229	0.158230445	0.527390686	Juvenile audience			1	fic	juv	m			peizhen
uc2.ark=+13960+t8tb0zf3r	"Stocking, Charles Francis"	b. 1873.	Carmen Ariza	1918	1918	Chicago;The Maestro Co.;1918	"Stocking, Charles Francis | Carmen Ariza"		30312	0.078866456	0.005103782				1	fic		m			wenyi
uc2.ark=+13960+t8rb6x98m	"Caldwell, Willie Walker"	1860-1946.	"Donald McElroy, Scotch Irishman"	1918	1918	Philadelphia;G. W. Jacobs;c1	"Caldwell, Willie Walker | Donald McElroy, Scotch Irishman"		36282	0.158437475	0.113650531				2	fic | historical		m			ted
uc2.ark=+13960+t06w99303	"Sudermann, Hermann"	1857-1928.	Iolanthe's wedding	1918	1918	New York;Boni and Liveright;	"Sudermann, Hermann | Iolanthe's Wedding"		34358	0.184449556	0.010891392				3	fic		m			wenyi
mdp.39015063977030	"Vachell, Horace Annesley"	1861-1955.	The soul of Susan Yellam	1918	1918	New York;George H. Doran com	"Vachell, Horace Annesley | The Soul of Susan Yellam"		36428	0.008173166	0.004994093		"World War, 1914-1918"		1	fic | historical		m			peizhen
uc1.b3331893	"Hough, Emerson"	1857-1923.	Young Alaskans in the far North	1918	1918	New York;Harper;c1918	"Hough, Emerson | Young Alaskans in the Far North"		28694	0.96686434	0.322296047				3	fic	juv	m			peizhen
nyp.33433082547310	"Gregor, Elmer Russell"	-1878	Running Fox	1918	1918	New York;London;D. Appleton	"Gregor, Elmer Russell | Running Fox"		43864	8.51E-05	0.999289328	Juvenile audience	Indians of North America		1	fic	juv	m			peizhen
uc1.l0095255998	"Fussell, J. C"		"Corporal Tikitanu, V.C"	1918	1918	"s.l.;s.n.;1918;(Auckland, Ne"	"Fussell, J. C. | Corporal Tikitanu, V.C."		56471	0.593324342	0.083934103		"World War, 1914-1918"		1	fic		u			peizhen
loc.ark=+13960+t1hh7dq0x	"Klickmann, Flora"		Between the larch-woods and the weir	1918	1918	New York;Frederick A. Stokes	"Klickmann, Flora | Between the Larch-woods and the Weir"		51601	0.827366495	0.06538282				1	fic		m			peizhen
wu.89100064617	"Keith, Eric A"		My escape from Germany	1918	1918	"London;Nisbet & co., ltd.;19"	"Keith, Eric A. | My Escape from Germany"		49509	0.626121601	0.0613518		"Prisoners and prisons, German|World War, 1914-1918"		2	fic		m			peizhen
uc2.ark=+13960+t0vq2sp5f	"O'Donnell, Elliott"	1872-1965.	Haunted places in England	1919	1919	London;Sands & co.;1919.	"O'Donnell, Elliot | Haunted Places in England"		44397	0.626214556	0.019853966		Ghosts		2	fic | mystery		m			wenyi
uc2.ark=+13960+t8x92586s	"Maniates, Belle Kanaris"		Penny of Top Hill trail	1919	1919	Chicago;The Reilly & Lee Co.	"Maniates, Belle Kanaris | Penny of Top Hill Trail"		27150	0.026138124	0.171903843				2	fic		f			peizhen
nyp.33433074785381	"Coolidge, Dane"	1873-1940.	Shadow Mountain	1919	1919	New York;W. J. Watt & compan	"Coolidge, Dane | Shadow Mountain"		30574	0.03526576	0.042132801				2	fic		m			ted
uc2.ark=+13960+t3pv6f43b	"Phillpotts, Eden"	1862-1960.	Storm in a teacup	1919	1919	London;W. Heinemann;1919.	"Phillpotts, Eden | Storm in a Teacup"		55468	0.150612014	0.004342714				2	fic		m			wenyi
mdp.39076002870140	"Arlen, Michael"	1895-1956.	The London venture	1919	1919	London;W. Heinemann;1919.	"Arlen, Michael | The London Venture"		40375	0.240044646	0.028848928				1	fic		m		pseud of Dikran Kouyoumdjian	ted
uc2.ark=+13960+t03x8573q	"Perrin, Alice"	1867-1934.	Star of India	1919	1919	London;New York;Cassell;1919	"Perrin, Alice | Star of India"		53372	0.083031892	0.00494745				1	fic		f			wenyi
miun.afy9029.0001.001	"Saltus, Edgar"	1855-1921.	The Paliser case	1919	1919	New York;Boni and Liveright;	"Saltus, Edgar | The Paliser case"		29847						4	fic | mystery		m			wenyi
uc2.ark=+13960+t9h41kb3n	"Lee, Jennette"	1860-1951.	Happy Island	1919	1919	New York;Century;1910.	"Lee, Jennette | Happy Island"		52700	0.024623052	0.016455343				1	fic		f			peizhen
uc1.b3687730	"Gale, Zona"	1874-1938.	Peace in Friendship Village	1919	1919	New York;The Macmillan compa	"Gale, Zona | Peace in Friendship Village"		52410	0.094580734	0.041329549				1	fic		f			peizhen
mdp.39015030694536	"Ozaki, Yei Theodora"		Romances of old Japan	1919	1919	"London;Simpkin, Marshall, Ha"	"Ozaki, Yei Theodora | Romances of Old Japan"		45933	0.419720044	0.059385217		English fiction|Translations from Japanese|Japanese fiction|Translations into English		1	fic | historical | romance | short		f			wenyi
uc2.ark=+13960+t2b855v7r	"Maurois, André"		The silence of Colonel Bramble	1919	1919	London;New York;John Lane;19	"Maurois, André | The Silence of Colonel Bramble"		49870	0.537882732	0.119364793		"World War, 1914-1918"		1	fic | historical		m			peizhen
uiuo.ark=+13960+t3bz6705z	"Mason, Alfred Bishop"		"Tom Strong, Lincoln's scout"	1919	1919	New York;H. Holt and Company	"Mason, Alfred Bishop | Tom Strong, Lincoln's Scout"		44132	0.218596131	0.046706747		"United States|Civil War, 1861-1865|1809-1865|Juvenile literature|Lincoln, Abraham|History"		1	fic | historical		m			peizhen
nyp.33433076067515	"Kelly, Eleanor Mercein"	1880-1968.	Why Joan?	1919	1919	New York;The Century Co.;191	"Kelly, Eleanor Mercein | Why Joan?"		34801	0.0951576	0.058655656				1	fic		m			peizhen
uc2.ark=+13960+t9r20td03	"Bercovici, Konrad"	1882-1961.	Dust of New York	1919	1919	New York;Boni and Liveright;	"Bercovici, Konrad | Dust of New York"		43095	0	0		Social life and customs|New York (N.Y.)		2	fic | short		m			ted
uc2.ark=+13960+t88g8hh1r	"MacGrath, Harold"	1871-1932.	The Yellow Typhoon	1919	1919	New York and London;Harper &	"MacGrath, Harold | The Yellow Typhoon"		56945	0.045374829	0.000778956				2	fic		m			peizhen
loc.ark=+13960+t4kk9df5n	"Goddard, Pliny Earle"	1869-1928.	Myths and tales from the White Mountain Apache	1919	1919	New York;1919.	"Goddard, Pliny Earle | Myths and Tales from the White Mountain Apache"		53113	0.843158685	0.999194501		Folklore|Western Apache Indians		1	fic | short		m			peizhen
mdp.39076002647795	"Hill, Grace Livingston"	1865-1947.	Exit Betty	1920	1920	New York;Grosset;1920.	"Hill, Grace Livingston | Exit Betty"		30759	0.697762446	0.441880951		Single women|Adventure stories|Juvenile fiction		1	fic	juv	f			peizhen
nyp.33433076056765	"Rohmer, Sax"	1883-1959.	Tales of secret Egypt	1920	1920	New York;R.M. McBride & comp	"Rohmer, Sax | Tales of Secret Egypt"		40108	0.084013895	0.003481998				1	fic | mystery | short		m			wenyi
uc2.ark=+13960+t6c24r785	"Rhodes, Eugene Manlove"	1869-1934.	Bransford of Rainbow Range	1920	1920	New York;Grosset & Dunlap;19	"Rhodes, Eugene Manlove | Bransford of Rainbow Range"		33498	0.110128146	0.040199327				1	fic		m			wenyi
nyp.33433076076243	"McCutcheon, George Barr"	1866-1928.	"Anderson Crow, detective"	1920	1920	"New York;Dodd, Mead and comp"	"McCutcheon, George Barr | Anderson Crow, Detective"		28229	0.273053477	0.006230453				3	fic | mystery		m			wenyi
uc2.ark=+13960+t9z030r6v	"Bacon, Frank"	1864-1922.	Lightnin'	1920	1920	New York;and London;Harper &	"Bacon, Frank | Lightnin'"		34280	0.170575231	1.14E-05				2	fic		m			ted
nyp.33433074875612	"McFee, William"	1881-1966.	Captain Macedoine's daughter	1920	1920	"Garden City, N.Y.;Doubleday,"	"McFee, William | Captain Macedoine's Daughter"		32042	0.142613941	0.000536077				3	fic		m			wenyi
nc01.ark=+13960+t0qr58d6c	"O'Donnell, Elliott"	1872-1965.	The Banshee	1920	1920	London;Edinburgh;Sands & Com	"O'Donnell, Elliot | The Banshee"		34263	0.512337113	0.008783907		Banshees		2	fic | mystery		m			wenyi
nyp.33433074876107	"McKenna, Stephen"	1888-1967.	Lady Lilith	1920	1920	New York;George H. Doran com	"McKenna, Stephen | Lady Lilith"		44982	0.192036562	0.001504092				3	fic		m			wenyi
nyp.33433075799910	"Leblanc, Maurice"	1864-1941.	The secret of Sarek	1920	1920	New York;Macaulay Co.;c1920.	"Leblanc, Maurice | The Secret of Sarek"		34939	0.134234366	0.033304157				1	fic | mystery		m			peizhen
nyp.33433082532064	"Driscoll, James R"		The Brighton boys in the Argonne Forest	1920	1920	Philadelphia;John C. Winston	"Driscoll, James R. | The Brighton Boys in the Argonne Forest"		51772	0.479621939	0.12346506		"World War, 1914-1918"		1	fic		m		"not long enough to be historical -- add ""war"" genre? v distinct "	morgan
nyp.33433076039530	"Singmaster, Elsie"	1879-1958.	Basil Everman	1920	1920	Boston;New York;Houghton Mif	"Singmaster, Elsie | Basil Everman"		46405	0.085394856	0.498482176	Juvenile audience			2	fic	juv	f			wenyi
wu.89052496718	"Edwards, Harry Stillwell"	1855-1938.	Eneas Africanus	1920	1925	"Macon, Ga.|J. W. Burke|1925"	"Edwards, Harry Stillwell | Eneas Africanus"		33594	0.983496905	0.547355889				1	fic | historical		m			morgan
nyp.33433082539945	"Hawley, Mabel C"		Four little Blossoms at Brookside Farm	1920	1920	New York;G. Sully & Co.;c192	"Hawley, Mabel C. | Four Little Blossoms at Brookside Farm"		29598	0.155219029	0.998889987	Juvenile audience			2	fic	juv	m			peizhen
nyp.33433075757132	"Vachell, Horace Annesley"	1861-1955.	Whitewash	1920	1920	New York;George H. Doran Com	"Vachell, Horace Annesley | Whitewash"		56827	0.06384727	0.022994218				1	fic		m			peizhen
uc2.ark=+13960+t2599zc79	"Cooper, James A"		Tobias o' the light	1920	1920	New York;George Sully & Comp	"Cooper, James A. | Tobias o' the Light"		40104	0.069758234	0.048382387				2	fic		m			ted
nyp.33433082529524	"Abbott, Jane"	b. 1881.	Highacres	1920	1920	Philadelphia;J.B. Lippincott	"Abbott, Jane | Highacres"		29865	0.0612854	0.894422703				1	fic	juv	f			ted
nyp.33433082361985	"Judson, Clara Ingram"	1879-1960.	Mary Jane in New England	1921	1921	New York;Grosset & Dunlap;c1	"Judson, Clara Ingram | Mary Jane in New England"		49957	0.014403271	0.998340541	Juvenile audience			1	fic		f			peizhen
uc2.ark=+13960+t3fx7524h	"Holmes, Thomas K"		The heart of Canyon Pass	1921	1921	New York;Burt;c1921.	"Holmes, Thomas K. | The Heart of Canyon Pass"		36953	0.049880211	0.019339987				2	fic		m			peizhen
nyp.33433074851548	"Baldwin, Faith"	1893-1978.	Mavis of Green Hill	1921	1921	"Boston;Small, Maynard & Comp"	"Baldwin, Faith | Mavis of Green Hill"		37710	0.262363429	0.348153552				1	fic | romance		f			ted
mdp.39076002155484	"Orton, Helen Fuller"	1872-1955.	Prince and Rover of Cloverfield farm	1921	1921	New York;Frederick A. Stokes	"Orton, Helen Fuller | Prince and Rover of Cloverfield Farm"		28586	0.999955363	0.999999312	Juvenile audience	Farm life|Dogs|Horses|Juvenile fiction		1	fic	juv	f			wenyi
uc1.b4105314	"Rhodes, Eugene Manlove"	1869-1934.	Stepsons of light	1921	1921	Boston;New York;Houghton Mif	"Rhodes, Eugene Manlove | Stepsons of Light"		32704	0.254080605	0.013407454				3	fic | historical		m			wenyi
nyp.33433082297189	"Roy, Lillian Elizabeth"	1868-1932.	Girl scouts in the Rockies	1921	1921	New York;G. Sully & Co.;c192	"Roy, Lillian Elizabeth | Girl Scouts in the Rockies"		38018	0.17104537	0.989030527	Juvenile audience	"Girl Scouts|Children's stories, American"		1	fic	juv	f			wenyi
